"cut","depth","table","price","x","y","z"
"Very Good",61.6,61,687,4.79,4.82,2.96
"Good",63.7,63,4476,6.63,6.55,4.2
"Premium",62.7,57,2192,5.43,5.36,3.38
"Fair",65.4,58,16280,7.9,7.84,5.15
"Ideal",62.7,55,608,4.4,4.44,2.77
"Very Good",62.8,60,14811,7.99,8.04,5.03
"Ideal",61.1,55,1951,5.42,5.38,3.3
"Premium",62.1,59,477,4.46,4.5,2.78
"Very Good",59.2,60,2134,5.85,5.91,3.48
"Very Good",61.9,62,4864,6.34,6.4,3.94
"Ideal",61.3,56,10445,6.89,6.91,4.23
"Premium",58.2,62,16287,8.26,8.21,4.79
"Premium",61.7,58,561,4.38,4.44,2.72
"Very Good",63.3,57,4270,6.39,6.31,4.02
"Ideal",61.4,56,907,4.38,4.35,2.68
"Fair",66.6,55,4525,6.27,6.2,4.15
"Ideal",61.3,57,2704,5.81,5.78,3.55
"Premium",62.4,59,3161,5.73,5.68,3.56
"Ideal",61.2,56,2049,5.42,5.46,3.33
"Ideal",61,55,4423,7.17,7.09,4.35
"Very Good",63.1,56,4673,6.62,6.59,4.17
"Ideal",61.7,55,2530,5.71,5.76,3.54
"Very Good",63.2,58,2679,5.71,5.74,3.62
"Premium",63,55,648,4.54,4.51,2.85
"Ideal",59.6,57,756,4.47,4.42,2.65
"Good",63.7,61,12121,8.1,8.07,5.15
"Premium",61.8,58,7621,6.95,7,4.31
"Ideal",62,56,2122,5.75,5.8,3.58
"Premium",61.8,60,4284,6.37,6.34,3.93
"Premium",62.7,57,1101,4.71,4.64,2.93
"Premium",61.7,58,16390,8.28,8.22,5.09
"Ideal",59.7,56,533,4.67,4.71,2.8
"Ideal",62.7,55,603,4.18,4.15,2.61
"Good",57.3,58,3105,7.53,7.42,4.28
"Ideal",62,55,3599,6.23,6.15,3.84
"Ideal",62.6,57,5777,6.37,6.4,4
"Ideal",61.9,56,1323,4.76,4.74,2.94
"Ideal",62.9,56,935,4.45,4.48,2.81
"Premium",62,58,1657,5.68,5.74,3.54
"Ideal",62.6,57,781,4.4,4.42,2.76
"Good",57.4,59,2033,6.19,6.25,3.57
"Ideal",62.1,57,1908,5.21,5.16,3.22
"Ideal",62.6,55.3,6541,6.73,6.79,4.24
"Very Good",61,58,3258,6.22,6.3,3.82
"Very Good",62.2,59,5000,6.36,6.41,3.97
"Good",64.3,63,1955,5.55,5.58,3.58
"Ideal",62.4,55,9030,6.93,6.86,4.3
"Very Good",59.4,59,4656,5.88,5.94,3.51
"Very Good",61.6,58,4727,6.49,6.54,4.01
"Very Good",62.1,60,14639,7.27,7.32,4.53
"Ideal",60.5,58,2539,5.97,5.99,3.62
"Very Good",61.8,56,2810,5.63,5.7,3.5
"Good",63.7,57,10669,7.29,7.25,4.63
"Premium",62.1,59,942,4.38,4.32,2.7
"Ideal",61,57,463,4.45,4.47,2.72
"Ideal",60.8,56.9,2064,5.27,5.31,3.22
"Ideal",62.3,54,4183,5.87,5.91,3.67
"Ideal",61.3,56,6241,6.74,6.68,4.12
"Premium",60,59,773,4.85,4.88,2.92
"Ideal",62.2,54,628,4.42,4.46,2.76
"Ideal",60.5,56,2375,5.8,5.77,3.5
"Ideal",61.6,55,452,4.37,4.4,2.7
"Premium",59.1,59,2042,5.77,5.83,3.43
"Ideal",62.2,56,3454,5.79,5.81,3.61
"Premium",60.3,61,3937,6.39,6.25,3.81
"Ideal",61,56,762,4.64,4.67,2.84
"Premium",62.6,59,5618,6.92,6.88,4.32
"Ideal",61,57,1933,5.17,5.19,3.16
"Good",60.7,61,7026,6.4,6.46,3.9
"Fair",66.9,60,980,4.78,4.71,3.18
"Premium",61,60,816,4.37,4.35,2.66
"Ideal",59.5,56,741,4.38,4.42,2.62
"Very Good",60.7,56,5770,6.54,6.6,3.99
"Ideal",62,54.9,4094,5.75,5.78,3.57
"Premium",60,58,4472,6.68,6.65,4.05
"Very Good",60.9,56,2036,5.8,5.83,3.54
"Fair",64.5,57,3629,6.07,6.03,3.9
"Ideal",61.1,56,949,4.68,4.71,2.87
"Premium",58.6,59,2326,5.8,5.77,3.39
"Ideal",60.8,57,816,4.36,4.39,2.66
"Ideal",61.4,56,772,4.34,4.37,2.68
"Very Good",60.7,58,5531,6.72,6.75,4.09
"Very Good",61.3,58,1624,5.06,5.12,3.12
"Ideal",61.1,55,796,4.46,4.48,2.73
"Very Good",63.1,57,2497,5.7,5.61,3.57
"Very Good",62.5,60,2488,5.69,5.73,3.57
"Very Good",61.4,57,2400,5.73,5.76,3.53
"Ideal",61.6,55.6,429,4.34,4.37,2.69
"Very Good",59.8,56,787,4.27,4.29,2.56
"Premium",62.9,59,945,5.8,5.63,3.58
"Ideal",61.7,56,873,4.31,4.35,2.67
"Ideal",62.6,56,8831,7.35,7.41,4.62
"Ideal",61.9,55,3384,5.67,5.71,3.52
"Ideal",62.8,57,1699,5.21,5.23,3.28
"Very Good",62.9,57,2035,5.11,5.13,3.22
"Ideal",61.8,56,8532,6.46,6.49,4
"Premium",61.1,59,2744,5.86,5.79,3.56
"Premium",61,59,791,4.76,4.78,2.91
"Ideal",61.6,55,1668,5.3,5.31,3.26
"Ideal",60.5,57,5669,6.63,6.6,4
"Ideal",62.3,56,666,4.41,4.45,2.76
"Premium",62,59,1777,5.48,5.45,3.39
"Ideal",61.4,56,5539,5.72,5.75,3.53
"Very Good",61.6,58,505,4.52,4.57,2.8
"Good",62.8,59,8442,6.64,6.7,4.19
"Ideal",61.6,54,5813,6.72,6.74,4.15
"Ideal",61.2,57,1872,5.2,5.16,3.17
"Premium",61.2,59,7358,6.91,6.94,4.24
"Ideal",61.3,56,9833,7.4,7.44,4.55
"Premium",59.6,58,5967,6.66,6.7,3.98
"Very Good",63.4,55,6232,6.48,6.42,4.09
"Ideal",61.9,55,3011,5.82,5.85,3.61
"Ideal",62.2,55,911,4.33,4.29,2.68
"Ideal",60.8,57,6377,7.68,7.65,4.66
"Premium",62.4,59,7277,6.79,6.73,4.22
"Ideal",62.3,57,9955,7.82,7.88,4.89
"Premium",61.1,60,17433,8.06,8.12,4.94
"Ideal",62,57,6342,6.49,6.5,4.03
"Ideal",60.7,56,680,4.69,4.73,2.86
"Good",63.5,57,1701,5.08,5.13,3.24
"Premium",61.9,58,3398,6.18,6.23,3.84
"Ideal",59.3,57,2331,5.86,5.81,3.46
"Ideal",62.3,55,906,4.56,4.53,2.83
"Ideal",61.4,55,814,4.42,4.47,2.73
"Good",63.8,57,802,4.33,4.29,2.75
"Ideal",62.4,56,6066,6.37,6.42,3.99
"Very Good",61.1,61,7131,6.24,6.2,3.8
"Premium",62.3,59,491,4.1,4.06,2.54
"Ideal",62.2,53,575,4.42,4.45,2.76
"Premium",61.7,60,1323,5.06,5.02,3.11
"Ideal",62,56,1014,4.48,4.52,2.79
"Very Good",59.7,57,436,4.13,4.21,2.49
"Premium",61.1,59,710,4.26,4.31,2.62
"Premium",61.6,58,6048,6.43,6.39,3.95
"Premium",62.6,58,2032,5.28,5.23,3.29
"Very Good",60.5,60,5667,6.65,6.67,4.03
"Ideal",61.9,56,11168,7.37,7.34,4.55
"Very Good",58.5,61,17052,7.88,7.79,4.58
"Fair",65,58,2129,6.05,6.02,3.92
"Ideal",62.8,57,7385,7.39,7.36,4.63
"Ideal",61.6,56,2231,5.23,5.26,3.23
"Premium",61.9,58,1818,5.19,5.12,3.19
"Good",62.6,61,4989,6.29,6.32,3.95
"Very Good",63.4,57,851,4.57,4.55,2.89
"Premium",61.5,57,1871,5.54,5.51,3.4
"Ideal",60.7,57,4314,6.19,6.33,3.8
"Premium",61.5,59,4662,6.67,6.63,4.09
"Ideal",61.4,56,1787,5.11,5.15,3.15
"Ideal",62.5,56,1314,5.2,5.24,3.26
"Premium",60.4,58,17776,8.26,8.16,4.96
"Good",63.3,56,5056,6.6,6.68,4.2
"Ideal",62.1,55,1114,4.32,4.31,2.68
"Premium",62.9,55,11883,7.9,7.78,4.93
"Ideal",60.9,56,760,4.89,4.86,2.97
"Good",59.5,62,1182,5.09,5.22,3.06
"Premium",62.4,59,1827,5.4,5.43,3.38
"Ideal",59.9,57,2059,5.87,5.82,3.5
"Premium",62.4,59,5519,7.21,7.16,4.49
"Very Good",62.5,60,596,4.67,4.71,2.93
"Ideal",61.3,57,5216,6.78,6.71,4.13
"Good",63.2,54,4241,6.49,6.52,4.11
"Ideal",61.5,55,5675,6.78,6.71,4.15
"Very Good",62.7,60,835,4.71,4.75,2.96
"Ideal",62,54,401,4.33,4.35,2.69
"Premium",62,60,5574,6.42,6.36,3.96
"Ideal",61.4,56,4804,6.5,6.56,4.01
"Ideal",62.3,58,5646,6.35,6.42,3.98
"Ideal",62.2,56,3038,5.76,5.79,3.59
"Very Good",60.2,57,2057,5.49,5.58,3.33
"Ideal",61,56,722,4.48,4.51,2.74
"Very Good",60.4,59,4846,6.21,6.24,3.76
"Ideal",61.6,56,1421,4.99,5.05,3.09
"Ideal",61.4,56,7824,6.99,6.93,4.27
"Premium",62.8,58,16793,7.29,7.26,4.57
"Premium",60.5,59,640,4.74,4.78,2.88
"Premium",62.3,58,666,4.41,4.45,2.76
"Very Good",59.4,62,3967,6.78,6.83,4.04
"Premium",61.9,59,2266,5.71,5.67,3.52
"Ideal",61.6,56,972,4.4,4.37,2.7
"Premium",60.9,59,1428,5.21,5.23,3.18
"Good",64.1,56,3755,6.04,6.07,3.88
"Very Good",62.3,58,9144,7.53,7.63,4.72
"Ideal",61.3,57,3259,5.91,5.93,3.63
"Ideal",62.1,55.3,2089,5.72,5.74,3.56
"Ideal",62.3,55,2790,6.02,6.05,3.76
"Very Good",59.9,60,619,4.78,4.8,2.87
"Fair",65,61,2883,6.01,5.96,3.89
"Premium",61.3,59,917,4.74,4.78,2.92
"Very Good",63.4,57,1008,4.8,4.76,3.03
"Ideal",61.2,56,603,4.62,4.66,2.84
"Ideal",61.4,56,4816,5.99,6,3.68
"Good",63.1,60,4912,6.34,6.37,4.01
"Premium",61.1,61,8572,7.46,7.43,4.55
"Fair",65.4,59,3145,6.04,6,3.94
"Premium",58.7,60,18481,8.54,8.5,5
"Very Good",62.1,59,2015,5.66,5.73,3.54
"Very Good",58.9,58,6138,6.66,6.69,3.93
"Ideal",62.7,54,833,4.6,4.55,2.87
"Premium",60.8,61,11220,7.39,7.26,4.45
"Premium",62.5,59,2825,6.02,5.95,3.74
"Premium",62.7,59,803,4.45,4.42,2.78
"Premium",58,58,13117,8.34,8.25,4.81
"Ideal",61.6,56,827,4.53,4.49,2.78
"Fair",66.9,56,4102,6.15,6.22,4.14
"Premium",62.1,58,1786,5.23,5.21,3.24
"Very Good",60.8,58,487,4.19,4.26,2.57
"Ideal",61.4,57,854,4.48,4.45,2.74
"Ideal",61.7,57,7688,6.84,6.79,4.2
"Ideal",62.3,57,16261,8.05,8.13,5.04
"Very Good",61.4,61,481,4.22,4.25,2.6
"Premium",62.2,59,6806,6.91,6.97,4.32
"Fair",56.4,62,1446,5.31,5.22,2.97
"Very Good",59.9,61,4637,6.29,6.19,3.74
"Premium",60.2,60,828,4.48,4.45,2.69
"Premium",60.8,55,930,4.42,4.39,2.68
"Ideal",62.8,55,7574,6.45,6.41,4.04
"Ideal",61.4,56,1192,5.27,5.29,3.24
"Very Good",63.1,56,1593,5.19,5.22,3.28
"Very Good",62.9,57,1662,5.17,5.22,3.27
"Very Good",61.5,58,716,4.8,4.86,2.97
"Premium",63,59,15214,8,7.97,5.03
"Premium",60.6,57,3342,6,5.95,3.62
"Fair",64.3,62,956,5.59,5.49,3.57
"Good",62.9,62,7349,7.3,7.36,4.61
"Premium",60.9,57.4,16112,8.17,8.27,5
"Good",63.8,58,3848,6.04,6.09,3.87
"Good",63.7,55,462,4.32,4.35,2.76
"Premium",62.7,57,6379,6.67,6.61,4.16
"Very Good",63.2,56,13080,7.22,7.28,4.58
"Ideal",61.5,56,12081,6.86,6.9,4.23
"Ideal",61.4,54,838,4.47,4.49,2.75
"Very Good",61.3,61,4679,6.46,6.49,3.97
"Very Good",62.8,59,11850,7.52,7.58,4.74
"Premium",62.2,59,4194,6.21,6.14,3.84
"Very Good",62.4,57,1607,5.12,5.13,3.2
"Premium",59.5,61,8454,6.74,6.7,4
"Good",57.8,60,2215,5.86,5.83,3.38
"Ideal",62.4,54,2751,6.01,6.08,3.77
"Good",64.2,53.8,1745,5.12,5.19,3.31
"Very Good",63.3,55,2414,5.88,5.93,3.74
"Premium",59.8,61,326,3.89,3.84,2.31
"Very Good",61,57,447,4.31,4.34,2.64
"Ideal",61.6,55,1815,5.34,5.38,3.3
"Very Good",61.9,62,1558,5.02,5.06,3.12
"Ideal",62.7,57,1378,5.09,5.06,3.18
"Ideal",62.7,57,1681,5.22,5.14,3.25
"Very Good",59.2,57,3303,6.3,6.36,3.75
"Ideal",62.2,57,4350,5.86,5.9,3.66
"Ideal",61.9,56,436,4.33,4.36,2.69
"Premium",61.2,59,1063,5.13,5.1,3.13
"Fair",65.2,58,956,5.57,5.49,3.61
"Ideal",61.1,56,12748,6.69,6.73,4.1
"Good",64,57,1155,5.04,4.99,3.21
"Premium",61.9,58,8530,7.02,6.97,4.33
"Premium",58.3,62,813,4.97,4.91,2.88
"Ideal",62.1,53.6,659,4.75,4.79,2.96
"Very Good",59.7,59,5116,6.89,6.94,4.13
"Premium",62.6,60,4745,6.39,6.36,3.99
"Premium",61,60,4173,6.62,6.57,4.02
"Ideal",62.2,54,2051,5.22,5.17,3.23
"Premium",59.7,58,1269,5.33,5.35,3.19
"Ideal",62.4,55,2232,5.66,5.72,3.55
"Premium",60.2,59,15052,7.48,7.36,4.47
"Ideal",61.3,56,721,4.26,4.29,2.62
"Very Good",63.1,55,967,4.7,4.74,2.98
"Ideal",60.1,60,1428,5.19,5.14,3.1
"Ideal",61.7,57,3307,5.72,5.74,3.53
"Ideal",62.3,58,2360,5.67,5.72,3.55
"Very Good",63.4,61,8736,7.12,7.08,4.5
"Very Good",63.3,57,714,4.47,4.44,2.82
"Premium",59.6,58,7258,6.94,6.89,4.12
"Fair",64.5,61,2595,5.43,5.52,3.53
"Premium",61.1,56,1107,4.84,4.79,2.94
"Good",58.3,60,2242,5.81,5.89,3.41
"Good",62.8,61,505,3.92,3.95,2.47
"Very Good",60,61,743,4.85,4.88,2.92
"Very Good",62.9,54,1115,4.7,4.74,2.97
"Good",59.2,57,2250,4.96,5,2.95
"Premium",61.8,58,3957,6.51,6.41,3.99
"Premium",61.5,59,5006,6.48,6.43,3.97
"Very Good",63.8,56,3115,6.02,6.05,3.85
"Premium",58.5,61,4278,6.71,6.59,3.89
"Very Good",61.1,58,2742,5.71,5.77,3.51
"Good",64.2,59,2717,6.26,6.3,4.03
"Premium",60.5,59,810,4.34,4.32,2.62
"Premium",61.6,59,9555,7.39,7.35,4.54
"Very Good",62.3,58,3240,5.82,5.86,3.64
"Good",63.6,62,2407,5.6,5.57,3.55
"Ideal",62.7,56,1720,5.17,5.14,3.23
"Fair",65.3,59,3876,6.3,6.25,4.1
"Premium",60.9,57,2766,5.78,5.75,3.51
"Good",63.7,56,612,4.34,4.33,2.76
"Ideal",61.6,57,675,4.33,4.3,2.66
"Ideal",60.5,57,10449,6.82,6.88,4.15
"Very Good",61.3,59,1624,5.05,5.1,3.11
"Very Good",61.8,57,11815,6.49,6.52,4.03
"Premium",62.5,60,1123,4.66,4.72,2.93
"Ideal",62.4,57,4416,6.54,6.48,4.06
"Premium",62.2,58,5154,6.8,6.7,4.2
"Premium",61.6,59,5363,6.67,6.63,4.1
"Premium",61,58,14406,8.06,7.97,4.89
"Very Good",62.5,60,4241,6.45,6.5,4.05
"Very Good",62.3,58,6885,6.99,7.03,4.37
"Ideal",62.3,55,11251,7.52,7.48,4.67
"Ideal",62.3,55,2715,5.77,5.82,3.61
"Very Good",62.4,55,1262,5.32,5.36,3.33
"Ideal",61.8,55,5767,6.54,6.59,4.06
"Premium",62,57,2329,5.79,5.76,3.58
"Very Good",61.8,60,4054,6.14,6.2,3.81
"Ideal",61.7,55,1665,5.17,5.21,3.2
"Ideal",62,56,800,4.63,4.66,2.88
"Premium",62.4,58,4309,6.15,6.19,3.85
"Good",64,59,698,4.28,4.25,2.73
"Good",64.3,57,4617,6.07,6.09,3.91
"Ideal",61.5,57,2749,5.15,5.19,3.18
"Premium",59.7,58,829,4.57,4.61,2.74
"Premium",60.5,60,791,4.77,4.81,2.9
"Good",63.2,60,3991,6.27,6.33,3.98
"Ideal",62.1,56,1571,5.21,5.25,3.25
"Ideal",61.6,56,3399,5.65,5.72,3.5
"Premium",59.1,60,2323,5.36,5.34,3.16
"Ideal",61.6,55,7064,6.49,6.54,4.01
"Ideal",61.7,57,8730,6.58,6.62,4.07
"Ideal",61.3,56,1406,5.19,5.16,3.17
"Premium",59.8,58,5177,6.67,6.63,3.98
"Ideal",61.8,54,983,4.67,4.71,2.9
"Premium",59.1,58,1225,5.44,5.38,3.2
"Very Good",58.2,60,9118,7.5,7.58,4.39
"Premium",60.6,58,1263,5.31,5.28,3.21
"Good",59.7,61,8181,7.39,7.44,4.43
"Ideal",62.7,56,2137,5.23,5.13,3.25
"Premium",61.2,59,7476,7.39,7.36,4.51
"Very Good",62.9,54,1438,5.08,5.12,3.21
"Very Good",62.4,58,3546,6.4,6.49,4.02
"Ideal",62.8,56,1243,5.06,5.03,3.17
"Ideal",61.6,56,2756,5.95,5.97,3.67
"Premium",62.3,58,13556,8.31,8.26,5.16
"Premium",62.1,59,9527,7.29,7.36,4.55
"Very Good",63.5,56,15102,7.64,7.53,4.82
"Good",59.5,62,760,4.85,4.87,2.89
"Very Good",60.2,57,1367,5.22,5.28,3.16
"Ideal",60.4,59,1946,5.26,5.3,3.19
"Premium",62.3,58,10428,7.27,7.33,4.55
"Good",58.5,59,1331,5.2,5.23,3.05
"Very Good",62.9,56,702,4.36,4.39,2.75
"Very Good",60.3,58,1354,5.15,5.19,3.12
"Very Good",59.9,57,6132,6.76,6.8,4.06
"Fair",64.8,57,1792,5.65,5.59,3.64
"Ideal",61.6,56,1747,5.1,5.13,3.15
"Ideal",61,57,596,4.48,4.5,2.74
"Fair",59.5,69,16506,8.35,8.25,4.94
"Very Good",63.2,62,3293,6.32,6.27,3.98
"Ideal",61.9,56,1359,5.24,5.26,3.25
"Ideal",61.7,55,1124,4.69,4.71,2.9
"Ideal",61.4,55,1662,5.2,5.15,3.18
"Very Good",60.3,63,2399,5.77,5.73,3.47
"Good",63.3,56,746,4.56,4.63,2.91
"Premium",60.9,61,975,5.15,5.1,3.12
"Ideal",61.2,57,4679,6.51,6.59,4.01
"Ideal",62.6,55,1814,5.29,5.25,3.3
"Very Good",63.2,54,4045,6.96,6.94,4.39
"Very Good",63,61,7528,6.34,6.36,4
"Very Good",63.2,56,882,4.69,4.65,2.95
"Ideal",62.2,57,668,4.46,4.42,2.76
"Ideal",61.8,55,6300,6.73,6.76,4.17
"Ideal",61.9,56,1187,4.75,4.78,2.95
"Very Good",62.5,58,10967,6.39,6.54,4.04
"Good",63.6,57,6750,7.3,7.23,4.62
"Ideal",62.7,56,1104,4.64,4.61,2.9
"Ideal",62,55,12989,6.68,6.72,4.19
"Very Good",62.1,62,575,4.21,4.26,2.63
"Premium",58.5,60,1651,5.29,5.24,3.08
"Ideal",62.2,53.7,5373,5.97,5.99,3.72
"Very Good",61.4,63,1128,5.06,5.1,3.12
"Very Good",59.7,58,1261,5.2,5.26,3.12
"Premium",62.2,58,368,4.28,4.3,2.67
"Very Good",63.2,54,765,4.69,4.67,2.96
"Premium",61.8,55,8688,6.45,6.36,3.96
"Premium",61.4,57,855,4.74,4.68,2.89
"Ideal",61.9,55,858,4.45,4.5,2.77
"Very Good",58.7,58,470,4.25,4.3,2.51
"Fair",57.2,66,2000,5.76,5.74,3.29
"Ideal",61.7,54,1781,5.18,5.13,3.18
"Ideal",62.7,56,732,4.36,4.32,2.72
"Ideal",62.6,56,18190,8.45,8.4,5.27
"Premium",58.5,55,1407,5.52,5.39,3.19
"Good",63.8,57,684,4.24,4.26,2.71
"Premium",61.2,57,13421,8.36,8.32,5.1
"Premium",63,58,7318,6.72,6.67,4.22
"Very Good",63.5,57,4485,6.02,6.07,3.84
"Ideal",61.5,54.9,7276,7.75,7.78,4.78
"Very Good",58.2,62,1117,4.77,4.82,2.79
"Very Good",62.7,57,15306,6.36,6.46,4.02
"Ideal",62.4,56,4303,6.66,6.63,4.15
"Ideal",62.7,57,5583,6.6,6.63,4.15
"Good",62.5,62,4008,6.04,6.09,3.79
"Premium",60.7,58,6749,6.55,6.5,3.96
"Premium",62,58,5433,6.77,6.71,4.18
"Premium",61.1,59,8353,6.72,6.69,4.1
"Premium",62.6,56,3618,6.18,6.13,3.85
"Premium",58,59,4435,6.98,6.92,4.03
"Premium",62.5,58,5376,6.81,6.76,4.24
"Ideal",62.8,57,5055,6.38,6.35,4
"Good",57.6,60,6828,6.83,6.79,3.92
"Very Good",62.3,59,1806,5.14,5.17,3.21
"Premium",62.1,57,2789,5.48,5.41,3.38
"Very Good",60.6,59,2585,5.83,5.85,3.54
"Ideal",62.7,57,6734,6.47,6.44,4.05
"Very Good",63.1,59,5953,6.83,6.87,4.32
"Very Good",63.3,55,2996,6.11,6.06,3.85
"Premium",62.2,54,1094,5.14,5.08,3.18
"Ideal",62.3,55,1683,5.2,5.17,3.23
"Premium",62.1,56,7673,7.66,7.55,4.72
"Ideal",60.4,57,2245,5.42,5.37,3.26
"Good",63.9,62,12961,8.4,8.34,5.35
"Ideal",61.7,54,2206,5.41,5.32,3.31
"Premium",61.6,60,2457,5.91,5.87,3.59
"Ideal",60.6,57,2555,5.88,5.84,3.55
"Ideal",62.5,57,2301,5.06,5.12,3.18
"Very Good",61.8,55,3309,5.6,5.66,3.48
"Ideal",60.4,56,706,4.44,4.46,2.69
"Very Good",59.1,57,4429,6.63,6.73,3.95
"Very Good",61.3,56,13495,8.16,8.2,5.02
"Ideal",61.2,54,1890,5.36,5.32,3.27
"Ideal",61.2,56,5805,6.25,6.3,3.84
"Ideal",62.9,56,855,4.7,4.65,2.94
"Premium",62.1,55,4833,6.23,6.14,3.84
"Premium",60.9,59,8616,6.44,6.56,3.96
"Very Good",59.8,60,7667,6.54,6.61,3.93
"Very Good",60.9,60,3395,6.51,6.59,3.99
"Very Good",62.4,59,5816,6.73,6.79,4.22
"Ideal",63.2,56,3264,6.04,6.09,3.83
"Ideal",61.3,55.8,1048,4.43,4.44,2.71
"Premium",62.4,60,488,4.33,4.29,2.69
"Very Good",62.4,56,5562,6.8,6.83,4.25
"Very Good",62.6,58,7467,7.28,7.31,4.57
"Very Good",62.5,61,590,4.59,4.63,2.88
"Ideal",61.4,60,3228,5.54,5.57,3.41
"Ideal",62.3,57,2723,5.67,5.7,3.54
"Ideal",62.2,56,5073,6.69,6.62,4.14
"Very Good",60.8,58,2003,5.79,5.85,3.54
"Very Good",62.4,57,6563,6.58,6.6,4.11
"Ideal",60.6,56,2224,5.3,5.36,3.23
"Premium",62.7,62,3918,6.32,6.27,3.95
"Ideal",61.6,57,12755,8.5,8.43,5.21
"Very Good",62.9,55,912,4.72,4.73,2.97
"Ideal",61,56,3504,5.74,5.78,3.52
"Very Good",58.7,57,9009,7.42,7.48,4.37
"Premium",58.2,61,1960,5.68,5.62,3.29
"Ideal",61.6,56,5854,6.69,6.73,4.07
"Ideal",62.9,56,4118,6.43,6.38,4.03
"Fair",65,55,1577,5.01,4.96,3.24
"Ideal",62.7,57,1438,5.08,5.13,3.2
"Very Good",63.5,55,8541,7.31,7.22,4.61
"Very Good",63.2,57,1220,5.03,5.06,3.19
"Ideal",61.4,56,12334,7.5,7.56,4.62
"Ideal",62,56,625,4.21,4.18,2.6
"Ideal",62.1,57,935,4.74,4.79,2.96
"Ideal",62.6,56,8733,6.8,6.78,4.25
"Ideal",62.1,58,6857,6.4,6.45,3.99
"Ideal",62.2,57,552,4.71,4.74,2.94
"Ideal",61.9,56,833,4.6,4.57,2.84
"Ideal",61.7,56,890,4.38,4.41,2.71
"Ideal",62,57,4914,6.77,6.81,4.21
"Ideal",61.8,54,835,4.56,4.6,2.83
"Ideal",62.7,56,2030,5.16,6.2,3.25
"Ideal",60.8,56,3656,5.74,5.77,3.5
"Premium",61.6,60,1250,4.86,4.82,2.98
"Very Good",62,63,7459,7.24,7.19,4.47
"Very Good",59.8,57,921,4.85,4.89,2.91
"Ideal",61.5,56,1010,4.41,4.44,2.72
"Ideal",62.2,54,660,4.64,4.66,2.89
"Ideal",62.6,57,1389,5.24,5.2,3.27
"Ideal",61.9,54.7,429,4.34,4.36,2.69
"Fair",68,59,6340,7.12,6.82,4.76
"Good",63.6,60,6897,7.21,7.25,4.6
"Ideal",59.5,57,2863,5.91,5.86,3.5
"Premium",61.7,58,4764,6.5,6.47,4
"Ideal",61.7,56,1888,5.16,5.21,3.2
"Ideal",61.7,57,7847,7.44,7.4,4.58
"Ideal",61.2,56,984,4.45,4.51,2.74
"Ideal",59.5,56,950,4.42,4.38,2.62
"Ideal",59.2,62,1180,4.8,4.83,2.85
"Very Good",62,56,3535,6.07,6.09,3.77
"Premium",60.3,60,4412,6.49,6.45,3.9
"Ideal",61.3,55,2459,5.72,5.74,3.51
"Ideal",62.7,57,1046,5.08,5.1,3.19
"Ideal",61.6,57,599,4.08,4.1,2.52
"Ideal",62.1,57,8567,6.52,6.49,4.04
"Very Good",61.3,59,10036,7.38,7.41,4.53
"Premium",60.8,59,1113,4.91,4.86,2.97
"Ideal",61.8,57,2717,5.72,5.76,3.55
"Very Good",61.8,56,2141,5.73,5.76,3.55
"Premium",61.5,58,7792,6.84,6.81,4.2
"Very Good",62.8,59,3417,6.14,6.16,3.86
"Good",58.5,66,3353,6.23,6.25,3.65
"Very Good",63.2,54,13554,7.96,7.82,4.99
"Good",63.5,57,827,4.72,4.76,3.01
"Ideal",61.5,56,645,4.4,4.42,2.71
"Premium",62.6,57,996,4.94,4.87,3.07
"Ideal",62.8,57,6730,7.12,7.06,4.45
"Ideal",61.8,56,3755,5.9,5.84,3.63
"Premium",62.5,58,9996,7.52,7.45,4.68
"Very Good",60.4,62,378,3.93,3.99,2.39
"Very Good",62.2,56,3705,6.01,6.08,3.76
"Good",63.7,55,628,4.33,4.3,2.75
"Good",58,62,3509,5.31,5.41,3.12
"Ideal",61.4,57,2699,5.68,5.72,3.5
"Ideal",60.2,59,4612,6.49,6.54,3.92
"Ideal",62.1,55,621,4.32,4.35,2.69
"Premium",61.8,58,2874,5.67,5.63,3.49
"Premium",62.3,59,5139,6.38,6.3,3.95
"Ideal",62.1,55,3610,6.24,6.29,3.89
"Very Good",60.8,59,6268,6.43,6.5,3.93
"Fair",69.6,62,7560,6.88,6.79,4.76
"Premium",62.4,56,16193,9.86,9.81,6.13
"Ideal",61.9,56,3553,6.51,6.45,4.02
"Ideal",61.5,57,3180,5.74,5.76,3.54
"Ideal",61.8,56,1981,5.6,5.57,3.45
"Premium",60.8,58,1333,4.73,4.77,2.89
"Premium",60.1,61,672,4.44,4.41,2.66
"Ideal",62.8,57,14266,7.57,7.47,4.72
"Ideal",61.2,57.4,4564,6.57,6.63,4.04
"Ideal",62.7,58,3788,6.35,6.41,4
"Very Good",61.5,58,13111,6.64,6.67,4.09
"Good",64,59,1013,5.78,5.62,3.66
"Ideal",61.6,54,1558,4.97,5,3.07
"Ideal",61.4,60,4849,6.61,6.65,4.07
"Very Good",63.4,54,450,4.29,4.23,2.7
"Ideal",60.5,56,13645,7.74,7.77,4.69
"Good",63.9,58,687,4.63,4.67,2.97
"Ideal",60.5,57,839,4.58,4.59,2.77
"Premium",62.5,59,12418,7.33,7.26,4.56
"Good",56.9,63,1758,5.78,5.71,3.27
"Premium",61.5,60,7182,7.29,7.22,4.46
